part,1
name,
,,1111,欣欣水泥
,,1237,台糖公司
,,1242,新東陽
,,1246,中聯油脂
,,1267,京華堂
,,1295,生合
,,1328,中油
,,1408,中紡
,,1480,東盟開發
,,1550,台全電機
,,1557,金豐機器
,,1592,英瑞-KY
,,1602,太電
,,1613,台一
,,1619,大展電線
,,1715,萬洲
,,1716,永信藥品
,,1739,欣雲天然
,,1740,欣桃天然
,,1743,大台南區
,,1745,欣嘉公司
,,1763,奇美實業
,,1764,長春石油
,,1765,長春人造
,,1766,大連化工
,,1767,陽瓦
,,1769,欣中公司
,,1770,信東生技
,,1775,大東樹脂
,,1819,豐鼎
,,2041,燁茂實業
,,2048,中龍鋼鐵
,,2056,璋釔
,,2068,優頻科技材料
,,2215,匯豐汽車
,,2218,高都汽車
,,2219,鍾慶科技
,,2220,南都汽車
,,2222,桃苗汽車
,,2225,國都汽車
,,2226,中部汽車
,,2246,凱勝綠能
,,2311,日月光
,,2325,矽品
,,2364A,倫甲特
,,2384,勝華
,,2432,倚天酷碁
,,2549,遠揚建設
,,2557,泛亞工程
,,2568,世正開發
,,2579,鈺通營造
,,2580,遠揚營造
,,2619,新竹物流
,,2621,立榮航空
,,2711,凱撒飯店
,,2721,楷捷-KY
,,2738,曼哈頓-KY
,,2751,王座
,,2759,咖碼
,,2807,渣打銀行
,,2823,中壽
,,2833,台壽保
,,2837,凱基銀行
,,2841,台開
,,2848,華南保
,,2856,元富證
,,2858,中租迪和
,,2862,光華證券投資
,,2863,泰安產物
,,2872,台灣票券
,,2873,大中票券
,,2874,萬通票券
,,2876,宏泰人壽
,,2877,國泰產險
,,2893,新光銀行
,,2894,大慶票券
,,2895,陽信銀行
,,2899,金融大樓
,,2920,海景
,,2928,紅馬-KY
,,2940,歐都納
,,3157,威寶電信
,,3197,賽亞基因科技
,,3298,圓創
,,3342,飛虹科
,,3369,鐵研
,,3383,新世紀
,,3386,新德科技
,,3405,津綻石英科技
,,3462,瑋鋒科技
,,3463,宏塑工業
,,3472,友荃
,,3507,力群
,,3509,台固線上
,,3510,易鼎
,,3525,就業情報資訊
,,3539,隨身遊戲
,,3554,精品
,,3572,宏芯
,,3601,前源
,,3648,漢台科技
,,3656,聯勝
,,3674,康訊
,,3683,仲博科技
,,3688,華立捷
,,4118,友合
,,4136,太和-KY
,,4151,明躍
,,4170,鑫品
,,4184,昕琦
,,4191,法德藥
,,4427,展頌
,,4539,台灣智慧光網
,,4548,名超企業
,,4585,達明
,,4586,能海電能
,,4589,碩陽電機
,,4590,富田
,,4724,宣捷幹細胞
,,4730,通用
,,4753,台特化
,,4803,VHQ-KY
,,4981,可取國際
,,4985,富相科技
,,5214,大新能源
,,5216,優燈
,,5219,瑪居禮電波工業
,,5266,F*AS
,,5295,懷藝
,,5298,合盈光電科技
,,5346,力晶
,,5387,茂德科技
,,5541,廣朋
,,5827,華泰銀行
,,5828,富邦產保
,,5830,三信商業銀行
,,5831,新光人壽
,,5833,元大證金
,,5834,兆豐保險
,,5835,國泰世華
,,5836,台北富邦
,,5838,華南銀行
,,5839,中華開發資本
,,5839A,開發銀特
,,5840,國際票券
,,5842,兆豐票券
,,5843,兆豐商銀
,,5844,第一銀行
,,5846,國泰人壽
,,5847,玉山商銀
,,5848,台新商銀
,,5849,永豐銀行
,,5850,日盛銀行
,,5852,元大銀行
,,5857,台灣土地銀行
,,5858,臺灣銀行
,,5862,板信商業銀行
,,5865,富邦人壽保險
,,5866,統一期
,,5867,康和期貨
,,5868,臺灣金融控股
,,5870,花旗(台灣)商業銀行
,,5872,匯豐(台灣)商業銀行
,,5873,全球人壽保險
,,5874,南山人壽保險
,,5875,星展(台灣)商業銀行
,,5901,中友百貨
,,6008,凱基證
,,6014,日盛證券
,,6025,臺銀人壽
,,6029,和泰產險
,,6030,樂天國際銀行
,,6031,連線銀行
,,6032,國際連
,,6033,一卡通
,,6034,愛金卡
,,6036,橘子支付
,,6037,簡單支
,,6038,街口電支
,,6039,將來銀行
,,6289,華上
,,6475,岱煒
,,6479,瑞寶基因
,,6483,原創
,,6484,惠合再生醫學生技
,,6497,亞獅康-KY
,,6563,映智
,,6566,創益
,,6614,資拓宏宇
,,6623,施吉生技
,,6635,瑞利軍工
,,6647,合迪
,,6659,天明
,,6660,厚美德
,,6688,海樂影業
,,6704,國璽幹細胞
,,6717,智慧光
,,6722,輝創
,,6726,鑫亞電通
,,6746,全科綜電
,,6760,金品軒鍊金廠
,,6772,錫安生技
,,6778,安麗莎醫療器材
,,6779,鋐昇
,,6795,洹藝
,,6798,展逸
,,6822,台創材
,,6824,信力生
,,6837,富利康科技
,,6845,仲信資融
,,6849,奇鼎科技
,,6851,立視科
,,6852,精能醫學
,,6866,中大生醫
,,6871,新鑫
,,6876,朗齊生醫
,,6883,微電能源
,,6886,遠東生技
,,6897,極上教育
,,6905,榮福
,,6909,創控
,,6910,德鴻
,,6921,嘉雨思
,,6923,中台
,,6927,聯合聚晶
,,6928,攸泰科技
,,6930,盛新
,,6934,心誠鎂
,,6935,王子製藥
,,6936,永鴻生技
,,6938,藍新資
,,6939,啟弘生技
,,6940,格斯科技
,,6942,威達高
,,6943,明緯企業
,,6944,兆聯實業
,,6945,圓祥生技
,,6947,台鎔
,,7426,亞基科
,,7570,紫金堂
,,8029,久尹
,,8078,華寶
,,8134,泰山電子
,,8140,利翔航太
,,8152,峻新電腦
,,8218,輝城電子
,,8287,英格爾
,,8304,佳聯有線
,,8305,群健
,,8307,威達
,,8308,中投有線
,,8309,吉元
,,8310,長德有線
,,8312,東亞有線
,,8327,洄瀾有線
,,8343,科學城
,,8350,榮輪科技
,,8360,中華電視
,,8368,屏南有線
,,8370,欣隆天然
,,8376,遠鼎投資
,,8379,欣湖公司
,,8387,緯來電視網
,,8391,森霸電力
,,8392,星能電力
,,8394,台灣菸酒
,,8399,聯美林業
,,8452,北都數位有線電視
,,8453,全國數位有線電視
,,8456,新北市有線電視
,,8459,數位天空服務
,,8465,德河
,,8469,新高雄有線
,,8475,新彰
,,8490,利得
,,8491,真好玩
,,8495,經緯航
,,8943,寶福有線
,,8945,大新店
,,8946,雙子星
,,8948,北視有線
,,8951,新竹振道
,,8952,金頻道
,,8953,吉隆有線
,,8955,北健有線
,,8956,台灣數位
,,8957,新唐城
,,8960,紅樹林
,,8962,新視波有
,,8963,新台北
,,8965,家和有線
,,8966,鳳信有線
,,8967,慶聯有線
,,8968,陽明山
,,8969,北桃園
,,8970,大揚有線
,,8971,南桃園
,,8973,澎湖有線
,,8974,世新有線
,,8975,觀昇有線
,,8976,聯維有線
,,8977,南國
,,8978,大安文山
,,8980,萬象有線
,,8981,麗冠有線
,,8982,信和有線
,,8983,豐盟有線
,,8985,國聲有線
,,8986,台灣佳光
,,8987,東台有線
,,8988,大屯有線
,,8990,港都電視
,,8991,三大有線
,,8992,新頻道有
,,8995,北港有線
,,9963,台電
,,9964,榮僑投資
,,9968,華歌爾
,,9971,立大開發
,,9977,新永安
,,9978,長榮空廚
,,9982,三冠王
,,9983,永佳樂
,,9984,全聯有線
,,9985,觀天下
,,9986,南天有線
